,Fecha,Temperatura,Humedad
0,2009-01-01 00:00:00,26.749482904332524,69.60945129448024
1,2009-01-01 03:00:00,25.956114132284995,78.22516576534036
2,2009-01-01 06:00:00,23.707357323620045,93.55175635276007
3,2009-01-01 09:00:00,23.726823139762473,93.39481717638006
4,2009-01-01 12:00:00,29.606379433857455,72.15583908819022
5,2009-01-01 15:00:00,31.816204610237435,68.16440538267031
6,2009-01-01 18:00:00,30.26079575,77.25242882362015
7,2009-01-01 21:00:00,28.47090211771507,86.07454335276006
8,2009-01-02 00:00:00,25.747533294095092,98.35646008818999
9,2009-01-02 03:00:00,24.657216727952516,98.68773008818998
10,2009-01-02 06:00:00,23.95274904409507,98.03319399999998
11,2009-01-02 09:00:00,23.53448477204745,97.82886691181001
12,2009-01-02 12:00:00,25.24945729409501,90.91998047086015
13,2009-01-02 15:00:00,24.05418534566752,96.83986308819
14,2009-01-02 18:00:00,24.34553231614251,95.97000373543003
15,2009-01-02 21:00:00,23.88911502204752,96.79567291181003
16,2009-01-03 00:00:00,22.469768977952526,92.36801864724008
17,2009-01-03 03:00:00,21.3507480661425,89.69128473543009
18,2009-01-03 06:00:00,20.495532316142544,88.88141791181008
19,2009-01-03 09:00:00,18.752586477952548,89.22688182362006
20,2009-01-03 12:00:00,18.588033250000024,84.78766900000002
21,2009-01-03 15:00:00,22.122125632284963,70.72803338267018
22,2009-01-03 18:00:00,26.446867139762503,52.88914317638018
23,2009-01-03 21:00:00,26.402454455905,58.15707147086012
24,2009-01-04 00:00:00,21.947815632285028,66.78022747086014
25,2009-01-04 03:00:00,19.426802316142528,74.04155482362007
26,2009-01-04 06:00:00,17.109337477952522,77.23787800000005
27,2009-01-04 09:00:00,15.842154977952532,78.44839508819004
28,2009-01-04 12:00:00,19.799534272047538,64.71967255905008
29,2009-01-04 15:00:00,24.651697816142473,47.30301447086013
30,2009-01-04 18:00:00,26.679765294095034,40.5183377354301
31,2009-01-04 21:00:00,25.740650272047503,53.317208382670124
32,2009-01-05 00:00:00,19.329149250000057,65.86241782362009
33,2009-01-05 03:00:00,17.449251933857568,69.25506417638005
34,2009-01-05 06:00:00,15.871184455905052,71.42758108819005
35,2009-01-05 09:00:00,15.335900250000009,74.79823508819004
36,2009-01-05 12:00:00,22.516079904332514,64.55953564724007
37,2009-01-05 15:00:00,27.640812838190016,45.496345382670114
38,2009-01-05 18:00:00,29.098948772047493,38.14607529448013
39,2009-01-05 21:00:00,27.89786700000002,50.11907129448014
40,2009-01-06 00:00:00,19.9962119779525,71.61027273543014
41,2009-01-06 03:00:00,17.739460977952547,91.54715564724007
42,2009-01-06 06:00:00,17.388195816142513,95.820863
43,2009-01-06 09:00:00,17.2949468161425,96.50859308819
44,2009-01-06 12:00:00,24.74215497795251,72.99818608819001
45,2009-01-06 15:00:00,30.421090294094995,52.97918600000002
46,2009-01-06 18:00:00,31.453950588190025,45.44358891181004
47,2009-01-06 21:00:00,29.713168294095,53.88899173543008
48,2009-01-07 00:00:00,24.173134066142495,73.26626582362005
49,2009-01-07 03:00:00,23.16791831614256,78.73867264724007
50,2009-01-07 06:00:00,20.559166338189982,89.29027755905003
51,2009-01-07 09:00:00,19.951201544095056,91.80986682362001
52,2009-01-07 12:00:00,26.12038502204757,72.08894273543005
53,2009-01-07 15:00:00,32.198734838190035,47.25046347086006
54,2009-01-07 18:00:00,35.15161222795251,38.46397282362004
55,2009-01-07 21:00:00,32.68739270590504,47.74923873543007
56,2009-01-08 00:00:00,26.827255794095038,68.08871811810006
57,2009-01-08 03:00:00,23.9240532720475,82.78467673543003
58,2009-01-08 06:00:00,21.858418272047516,87.96381373543002
59,2009-01-08 09:00:00,20.329431588190005,90.92282129448004
60,2009-01-08 12:00:00,28.104404066142536,64.57372955905007
61,2009-01-08 15:00:00,34.65590877204755,42.446786647240046
62,2009-01-08 18:00:00,35.94573399999996,37.24245955905007
63,2009-01-08 21:00:00,31.714745191335055,51.04836079370998
64,2009-01-09 00:00:00,27.682654933857577,54.53997317637998
65,2009-01-09 03:00:00,25.93707982362008,62.82467670551991
66,2009-01-09 06:00:00,23.879854522047538,69.96519755905003
67,2009-01-09 09:00:00,23.15820433818999,71.93520129448005
68,2009-01-09 12:00:00,25.531432566142485,70.07349729448016
69,2009-01-09 15:00:00,31.052531470474946,54.63047076534022
70,2009-01-09 18:00:00,30.181628205905042,57.081368911810046
71,2009-01-09 21:00:00,28.862812617715008,54.720063911809994
72,2009-01-10 00:00:00,26.779722500000048,58.09907873543007
73,2009-01-10 03:00:00,25.047067566142516,64.2008315590501
74,2009-01-10 06:00:00,23.023134066142518,74.83518920629012
75,2009-01-10 09:00:00,21.874801338189968,83.83081311810011
76,2009-01-10 12:00:00,28.448846147239976,64.43356561733006
77,2009-01-10 15:00:00,36.60180544881251,40.50893041104002
78,2009-01-10 18:00:00,33.68464733819002,41.640117559050026
79,2009-01-10 21:00:00,28.52399218385756,67.87991708818979
80,2009-01-11 00:00:00,25.505010389762504,73.6759469118099
